Tanggal,Beras Medium,Bawang Merah,Cabai Merah Keriting
04/25/2024,13254,52460,46304
04/26/2024,13254,52460,46304
04/27/2024,13254,52460,46304
04/28/2024,13254,52460,46304
04/29/2024,13254,52460,46304
04/30/2024,13254,52460,46304
05/01/2024,13296,56127,54866
05/02/2024,13296,56127,54866
05/03/2024,13296,56127,54866
05/04/2024,13296,56127,54866
05/05/2024,13296,56127,54866
05/06/2024,13296,56127,54866
05/07/2024,13296,56127,54866
05/08/2024,13296,56127,54866
05/09/2024,13296,56127,54866
05/10/2024,13296,56127,54866
05/11/2024,13296,56127,54866
05/12/2024,13296,56127,54866
05/13/2024,13296,56127,54866
05/14/2024,13296,56127,54866
05/15/2024,13296,56127,54866
05/16/2024,13296,56127,54866
05/17/2024,13296,56127,54866
05/18/2024,13296,56127,54866
05/19/2024,13296,56127,54866
05/20/2024,13296,56127,54866
05/21/2024,13296,56127,54866
05/22/2024,13296,56127,54866
05/23/2024,13296,56127,54866
05/24/2024,13296,56127,54866
05/25/2024,13296,56127,54866
05/26/2024,13296,56127,54866
05/27/2024,13296,56127,54866
05/28/2024,13296,56127,54866
05/29/2024,13296,56127,54866
05/30/2024,13296,56127,54866
05/31/2024,13296,56127,54866
06/01/2024,13303,48896,56415
06/02/2024,13303,48896,56415
06/03/2024,13303,48896,56415
06/04/2024,13303,48896,56415
06/05/2024,13303,48896,56415
06/06/2024,13303,48896,56415
06/07/2024,13303,48896,56415
06/08/2024,13303,48896,56415
06/09/2024,13303,48896,56415
06/10/2024,13303,48896,56415
06/11/2024,13303,48896,56415
06/12/2024,13303,48896,56415
06/13/2024,13303,48896,56415
06/14/2024,13303,48896,56415
06/15/2024,13303,48896,56415
06/16/2024,13303,48896,56415
06/17/2024,13303,48896,56415
06/18/2024,13303,48896,56415
06/19/2024,13303,48896,56415
06/20/2024,13303,48896,56415
06/21/2024,13303,48896,56415
06/22/2024,13303,48896,56415
06/23/2024,13303,48896,56415
06/24/2024,13303,48896,56415
06/25/2024,13303,48896,56415
06/26/2024,13303,48896,56415
06/27/2024,13303,48896,56415
06/28/2024,13303,48896,56415
06/29/2024,13303,48896,56415
06/30/2024,13303,48896,56415
07/01/2024,13420,34510,41820
07/02/2024,13420,34510,41820
07/03/2024,13420,34510,41820
07/04/2024,13420,34510,41820
07/05/2024,13420,34510,41820
07/06/2024,13420,34510,41820
07/07/2024,13420,34510,41820
07/08/2024,13420,34510,41820
07/09/2024,13420,34510,41820
07/10/2024,13420,34510,41820
07/11/2024,13420,34510,41820
07/12/2024,13420,34510,41820
07/13/2024,13420,34510,41820
07/14/2024,13420,34510,41820
07/15/2024,13420,34510,41820
07/16/2024,13420,34510,41820
07/17/2024,13420,34510,41820
07/18/2024,13420,34510,41820
07/19/2024,13420,34510,41820
07/20/2024,13420,34510,41820
07/21/2024,13420,34510,41820
07/22/2024,13420,34510,41820
07/23/2024,13420,34510,41820
07/24/2024,13420,34510,41820
07/25/2024,13420,34510,41820
07/26/2024,13420,34510,41820
07/27/2024,13420,34510,41820
07/28/2024,13420,34510,41820
07/29/2024,13420,34510,41820
07/30/2024,13420,34510,41820
07/31/2024,13420,34510,41820
08/01/2024,13466,26847,44311
08/02/2024,13466,26847,44311
08/03/2024,13466,26847,44311
08/04/2024,13466,26847,44311
08/05/2024,13466,26847,44311
08/06/2024,13466,26847,44311
08/07/2024,13466,26847,44311
08/08/2024,13466,26847,44311
08/09/2024,13466,26847,44311
08/10/2024,13466,26847,44311
08/11/2024,13466,26847,44311
08/12/2024,13466,26847,44311
08/13/2024,13466,26847,44311
08/14/2024,13466,26847,44311
08/15/2024,13466,26847,44311
08/16/2024,13466,26847,44311
08/17/2024,13466,26847,44311
08/18/2024,13466,26847,44311
08/19/2024,13466,26847,44311
08/20/2024,13466,26847,44311
08/21/2024,13466,26847,44311
08/22/2024,13466,26847,44311
08/23/2024,13466,26847,44311
08/24/2024,13466,26847,44311
08/25/2024,13466,26847,44311
08/26/2024,13466,26847,44311
08/27/2024,13466,26847,44311
08/28/2024,13466,26847,44311
08/29/2024,13466,26847,44311
08/30/2024,13466,26847,44311
08/31/2024,13466,26847,44311
09/01/2024,13507,26811,32160
09/02/2024,13507,26811,32160
09/03/2024,13507,26811,32160
09/04/2024,13507,26811,32160
09/05/2024,13507,26811,32160
09/06/2024,13507,26811,32160
09/07/2024,13507,26811,32160
09/08/2024,13507,26811,32160
09/09/2024,13507,26811,32160
09/10/2024,13507,26811,32160
09/11/2024,13507,26811,32160
09/12/2024,13507,26811,32160
09/13/2024,13507,26811,32160
09/14/2024,13507,26811,32160
09/15/2024,13507,26811,32160
09/16/2024,13507,26811,32160
09/17/2024,13507,26811,32160
09/18/2024,13507,26811,32160
09/19/2024,13507,26811,32160
09/20/2024,13507,26811,32160
09/21/2024,13507,26811,32160
09/22/2024,13507,26811,32160
09/23/2024,13507,26811,32160
09/24/2024,13507,26811,32160
09/25/2024,13507,26811,32160
09/26/2024,13507,26811,32160
09/27/2024,13507,26811,32160
09/28/2024,13507,26811,32160
09/29/2024,13507,26811,32160
09/30/2024,13507,26811,32160
10/01/2024,13399,30818,26903
10/02/2024,13399,30818,26903
10/03/2024,13399,30818,26903
10/04/2024,13399,30818,26903
10/05/2024,13399,30818,26903
10/06/2024,13399,30818,26903
10/07/2024,13399,30818,26903
10/08/2024,13399,30818,26903
10/09/2024,13399,30818,26903
10/10/2024,13399,30818,26903
10/11/2024,13399,30818,26903
10/12/2024,13399,30818,26903
10/13/2024,13399,30818,26903
10/14/2024,13399,30818,26903
10/15/2024,13399,30818,26903
10/16/2024,13399,30818,26903
10/17/2024,13399,30818,26903
10/18/2024,13399,30818,26903
10/19/2024,13399,30818,26903
10/20/2024,13399,30818,26903
10/21/2024,13399,30818,26903
10/22/2024,13399,30818,26903
10/23/2024,13399,30818,26903
10/24/2024,13399,30818,26903
10/25/2024,13399,30818,26903
10/26/2024,13399,30818,26903
10/27/2024,13399,30818,26903
10/28/2024,13399,30818,26903
10/29/2024,13399,30818,26903
10/30/2024,13399,30818,26903
10/31/2024,13399,30818,26903
11/01/2024,13342,35983,25976
11/02/2024,13342,35983,25976
11/03/2024,13342,35983,25976
11/04/2024,13342,35983,25976
11/05/2024,13342,35983,25976
11/06/2024,13342,35983,25976
11/07/2024,13342,35983,25976
11/08/2024,13342,35983,25976
11/09/2024,13342,35983,25976
11/10/2024,13342,35983,25976
11/11/2024,13342,35983,25976
11/12/2024,13342,35983,25976
11/13/2024,13342,35983,25976
11/14/2024,13342,35983,25976
11/15/2024,13342,35983,25976
11/16/2024,13342,35983,25976
11/17/2024,13342,35983,25976
11/18/2024,13342,35983,25976
11/19/2024,13342,35983,25976
11/20/2024,13342,35983,25976
11/21/2024,13342,35983,25976
11/22/2024,13342,35983,25976
11/23/2024,13342,35983,25976
11/24/2024,13342,35983,25976
11/25/2024,13342,35983,25976
11/26/2024,13342,35983,25976
11/27/2024,13342,35983,25976
11/28/2024,13342,35983,25976
11/29/2024,13342,35983,25976
11/30/2024,13342,35983,25976
12/01/2024,13370,37340,29865
12/02/2024,13370,37340,29865
12/03/2024,13370,37340,29865
12/04/2024,13370,37340,29865
12/05/2024,13370,37340,29865
12/06/2024,13370,37340,29865
12/07/2024,13370,37340,29865
12/08/2024,13370,37340,29865
12/09/2024,13370,37340,29865
12/10/2024,13370,37340,29865
12/11/2024,13370,37340,29865
12/12/2024,13370,37340,29865
12/13/2024,13370,37340,29865
12/14/2024,13370,37340,29865
12/15/2024,13370,37340,29865
12/16/2024,13370,37340,29865
12/17/2024,13370,37340,29865
12/18/2024,13370,37340,29865
12/19/2024,13370,37340,29865
12/20/2024,13370,37340,29865
12/21/2024,13370,37340,29865
12/22/2024,13370,37340,29865
12/23/2024,13370,37340,29865
12/24/2024,13370,37340,29865
12/25/2024,13370,37340,29865
12/26/2024,13370,37340,29865
12/27/2024,13370,37340,29865
12/28/2024,13370,37340,29865
12/29/2024,13370,37340,29865
12/30/2024,13370,37340,29865
12/31/2024,13370,37340,29865
